RID,NAME,SCIENTNAME
804,Elephant grass,Pennisetum purpureum Schum.
1302,Oil-bean tree,Pentaclethra macrophylla B.
864,Afrormosia,Pericopsis elata (Harms) M.
1517,Nandu wood,Pericopsis mooniana Thwait.
782,Avocado  (Mexican),Persea americana Mill.
1338,Avocado  (Guatemalan),Persea americana Mill.
1339,Avocado  (West Indian),Persea americana Mill.
1457,Wild pear,Persoonia falcata R. Br.
1458,Quinine tree,Petalostigma pubescens Dom.
1581,Parsley,Petroselinum crispum Mill.
1000,Bulb canarygrass,Phalaris aquatica L.
17,Reed canarygrass,Phalaris arundinacea L.
211,Canary grass,Phalaris canariensis L.
1001,Sunolgrass,Phalaris coerulescens Desf.
1663,Tepary bean,Phaseolus acutifolius Gray
1662,Scarlet runner bean,Phaseolus coccineus L.
1659,Lima bean,Phaseolus lunatus L.
1518,Botil,Phaseolus polyanthus Green.
1651,"Bean, Common",Phaseolus vulgaris L.
23,Timothy,Phleum pratense L.
778,Date palm,Phoenix dactylifera L.
458,New Zealand flax,Phormium tenax Forst.
971,Common reed,Phragmites australis (Cav.)
186,Phragmites communis,Phragmites communis (L.) T.
972,Pit-pit,Phragmites karka (Retz.) St
752,Emblic myrobalan,Phyllanthus emblica L.
176,Celery top pine,Phyllocladus aspleniifolius
389,Goldenberry,Physalis peruviana L. v ed
1520,Tomatillo,Physalis philadelphica Lam.
510,West Himalayan spruce,Picea morida Link.
1019,Pimento,Pimenta dioica (L.) Merr.
1034,Bay tree,Pimenta racemosa (Mill.) J.
513,Anise,Pimpinella anisum L.
1183,Mexican white pine,Pinus ayacahuite Ehrenb.
1407,Pinus ayachuite,Pinus ayachuite Ehrenb v Br
347,Brutia pine,Pinus brutia Ten.
348,Canary Island pine,Pinus canariensis C.Sm.
1184,Bahaman pine,"Pinus caribaea, bahamensis"
349,Carribean pine,"Pinus caribaea, caribaea"
350,Honduran pine,"Pinus caribaea, hondurensis"
1348,Pinus chiapensis,Pinus chiapensis (Martinez)
1405,Pinus douglasiana,Pinus douglasiana Martinez
1406,Pinus durangensis,Pinus durangensis Martinez
351,Slash pine,"Pinus elliottii, elliottii"
503,Blue pine,Pinus excelsa Wall.
1235,Chilgoza pine,Pinus gerardiana Wall.
1185,Pinus greggii,Pinus greggii Engelm.
352,Aleppo pine,Pinus halepensis Mill.
1400,Ocote,Pinus hartwegii Lindl.
353,Khasya pine,Pinus kesiya Royle ex Gord.
354,Tenasserim pine,"Pinus merkusii, continental"
355,Tenasserim pine,"Pinus merkusii, island"
1403,Ocote,Pinus michoacana F. tumida
356,Michoacan pine,Pinus michoacana Martinez
1402,Mocochtaj,Pinus michoacana v cornuta
357,Montezuma pine,Pinus montezumae Lamb.
358,West Indian pine,Pinus occidentalis Swartz
1186,Pinus oocarpa,Pinus oocarpa Schiede
1404,Ocote de carretilla,Pinus oocarpa v ochoterenai
359,Longleaf pine,Pinus palustris Mill.
360,Patula pine,Pinus patula Schiede & Dep.
361,Maritime pine,Pinus pinaster Aiton (Port)
362,Umbrella pine,Pinus pinea L.
363,Ponderosa pine,Pinus ponderosa Dougl.
1399,Mocochtaj,Pinus psedostrobus v oaxac.
364,False Weymounth pine,Pinus pseudostrobus Lindl.
365,Radiata pine,Pinus radiata D. Don.
366,Chir pine,Pinus roxburghii Sarg.
1401,Ocote,Pinus rudis Endl.
1187,Pinabete,Pinus strobus v. chiapensis
205,Scots pine,Pinus sylvestris L.
206,Pinus sylvestris v mon,Pinus sylvestris v mongoli.
207,Pinus tabulaeformis,Pinus tabulaeformis Carr.
367,Loblolly pine,Pinus taeda L.
1398,Cantaj,Pinus tenuifolia Benth.
1397,Ocote,Pinus teocote Schl. & Cham.
1052,Betel vine,Piper betle L.
1480,Kava,Piper methysticum Forst.
251,"Pepper, black or white",Piper nigrum L.
793,Pistachio nut,Pistacia vera L.
1649,Pea,Pisum sativum L.
1378,Kamachile,Pithecellobium dulce (Rox.)
1153,Livingstone potato,Plectranthus esculentus N.E
66,Annual bluegrass,Poa annua L.
105,Bulbous bluegrass,Poa bulbosa L.
200,Canada bluegrass,Poa compressa L.
106,Mutton bluegrass,Poa fendleriana (Steud.) V.
24,Smooth meadow grass,Poa pratensis L.
107,Sinai meadow grass,Poa sinaica Steud.
67,Rough bluegrass,Poa trivialis L.
589,Brown pine,Podocarpus elatus R. Br.
1121,Ballagi,Poeciloneuron indicum Bedd.
1035,Patchouli,Pogostemon cablin (Blanco)
1112,Debdaru,Polyalthia fragrans (Dalz.)
543,Yacon,Polymnia sonchifolia P.& E.
1498,Valangur,Polyscias verticillata Ston
40,Carolina poplar,Populus deltoides Bartr.
1356,Euphrates poplar,Populus euphratica Oliv.
208,Populus simonii,Populus simonii
728,Purslane,Portulaca oleracea L.
729,"Purslane, Single-flow.",Portulaca quadrifida L.
934,Canistel,Pouteria campechiana (H.B.)
500,Lucuma,Pouteria lucuma
933,Sapote,Pouteria sapota (Jacq) H.M.
865,Algarrobo blanco,Prosopis chilensis (Mol.)
866,Jand,Prosopis cineraria (L.) Dr.
867,Mesquite,Prosopis juliflora (Sw.)DC.
1098,Algaroba,Prosopis pallida H.B.K.
1097,Jand,Prosopis spicigera L.
868,Tamarugo,Prosopis tamarugo F. Phil.
1099,Prosopis velutina,Prosopis velutina Wooton
1554,Almond,Prunus amygdalus Batsch.
267,Apricot,Prunus armeniaca L.
237,"Cherry, Sweet",Prunus avium L.
380,"Cherry, Sour",Prunus cerasus L.
269,Plum,Prunus domestica L.
761,"Apricot, Japanese",Prunus mume Siebold & Zucc.
268,Peach,Prunus persica (L.) Batsch
722,"Plum, Japanese",Prunus salicina Lindley
271,"Wildrye, Russian",Psathyrostachys juncea (F.)
923,"Guava, Strawberry",Psidium cattleianum Sabine
924,"Guava, Costa Rican",Psidium friedrichsthalianum
784,Guava,Psidium guajava L.
1666,"Bean, Winged",Psophocarpus tetragonolobus
990,Bullamon lucerne,Psoralea patens Lindl.
1292,Andaman redwood,Pterocarpus dalbergioides R
1166,Senegal rosewood,Pterocarpus erinaceus Poir.
1295,Malay padauk,Pterocarpus indicus Willd.
1293,Burma padauk,Pterocarpus macrocarpus Ku.
1291,Kino tree,Pterocarpus marsupium Roxb.
1167,Red sandalwood,Pterocarpus santalinus L.f.
187,Puccinellia tenuiflora,Puccinellia tenuiflora (S.)
145,Kudzu,Pueraria lobata (Willd.) O.
814,Tropical kudzu,Pueraria phaseoloides (R.)
905,Pomegranate,Punica granatum L.
377,Pear,Pyrus communis L.
521,Sand pear,Pyrus pyrifolia (Burm. f.)
506,Green oak,Quercus dilatata Lindl.
529,Holm oak,Quercus ilex L.
505,Grey oak,Quercus incana Roxb.
732,Buk oak,Quercus lamellosa Smith
508,Woolly oak,Quercus lanuginosa Don.
733,Pasang batu,Quercus lineata Blume
507,Brown oak,Quercus semecarpifolia Smi.
1013,Cork oak,Quercus suber L.
518,Virginia live oak,Quercus virginiana
1615,"Radish, Chinese",Raphanus sativus L. (C.R.)
1627,"Radish, Leaf",Raphanus sativus L. (L.R.)
1628,"Radish, Rat-tailed",Raphanus sativus L. (R.R.)
1629,"Radish, Western",Raphanus sativus L. (S.R.)
1478,Wine palm,Raphia hookeri Mann.& Wendl
1265,Java devil pepper,Rauwolfia serpentina Benth.
1617,Garden rhubarb,Rheum rhaponticum L.
1470,Red mangrove,Rhizophora mangle L.
1280,Asiatic mangrove,Rhizophora mucronata Lam.
1389,Small-stilted mangrove,Rhizophora stylosa Griffith
991,Rhynchosia,Rhynchosia minima (L.) DC
44,Hairy gooseberry,Ribes hirtellum
45,Black currant,Ribes nigrum L.
46,Red currant,Ribes rubrum
47,Common red ribes,Ribes sativum
1589,European gooseberry,Ribes uva-crispa L.
228,Castor,Ricinus communis L.
1563,False acacia,Robinia pseudoacacia L.
869,Primavera,Roseodendron donn.-smithii
1590,Rosemary,Rosmarinus officinalis L.
381,Red raspberry,Rubus idaeus L.
382,Black raspberry,Rubus occidentalis L.
463,Purple raspberry,Rubus occidentalis x idaeus
131,Dewberries,Rubus spp
132,Blackberry,Rubus spp
460,Rumex crispus,Rumex crispus L.
566,Lengua de vaca,Rumex obtusifolius L.
1625,Rungia,Rungia klossii S. Moore
1028,Common rue,Ruta graveolens L. v. brac.
1073,Indian cane,Saccharum barberi Jesweit
1484,Pitpit,Saccharum edule Hassk.
1639,Sugarcane,Saccharum officinarum L.
1072,Sugarcane,Saccharum robustum Brandes
1074,Japanese cane,Saccharum sinense Roxb.
1071,Wild cane,Saccharum spontaneum L.
1350,Andaman bow-wood,Sageraea elliptica Hook. f.
561,Arrowhead,Sagittaria sagittifolia L.
1540,Rakum palm,Salacca wallichiana C. Mar.
1509,Salak palm,Salacca zalacca (Gaertner)
1576,Sauce americano,Salix babylonica L.v.sacra.
204,Salix flavida,Salix flavida Chang & Skv.
447,Sage,Salvia officinalis L.
448,Clary sage,Salvia sclarea L.
872,Raintree,Samanea saman Merrill
883,Eastern elderberry,Sambucus canadensis L.
884,Western elderberry,Sambucus cerulea Nutt.
444,Burnet,Sanguisorba minor
1475,Bowstring hemp,Sansevieria guineensis (L)
1298,Quandong,Santalum acuminatum
1247,"Sandalwood, Indian",Santalum album L.
238,"Sandalwood, Australian",Santalum spicatum (R.Br)DC.
1201,Ritha,Sapindus emarginatus Vahl.
1289,Chinese tallow tree,Sapium sebiferum (L.) Roxb.
449,Summer savory,Satureia hortensis L.
1024,Winter savory,Satureia montana L.
1588,Star gooseberry,Sauropus androgynus Merrill
1577,Pepper tree,Schinus molle L.
1578,Brazilian fire tree,Schizolobium parahybum (V.)
600,Crabapple,Schizomeria ovata D. Don.
1202,Lac-tree,Schleichera oleosa (Lour.)
1290,Morula,Sclerocarya caffra Sond.
1642,Rye,Secale cereale L.
1002,Mountain rye,Secale montanum Guss.
1675,Choyote,Sechium edule (Jacq) Swartz
1261,Rat's tail grass,Sehima nervosum (Willd.) S.
1549,Sesame seed,Sesamum indicum L.
1086,Danicha,Sesbania bispinosa (Jacq.)
1103,Sesbania cannabia,Sesbania cannabia (Retz.) P
1087,Colorado river hemp,Sesbania exaltata (Raf.) R.
1459,Swamp corkwood,Sesbania formosa (F.Muell.)
873,Agati,Sesbania grandiflora (L.)P.
1104,Sesbania macrantha,Sesbania macrantha v levis
1111,Sesbania macrantha,Sesbania macrantha v macra.
1105,Sesbania pachycarpa,Sesbania pachycarpa
1106,Egyptian rattle pod,Sesbania sesban (L.)Merrill
1682,Italian millet,Setaria italica (L.) Beauv.
35,Golden timothy,Setaria sphacelata 'Kazun.'
170,Golden timothy,Setaria sphacelata 'Nandi'
171,Golden timothy,Setaria sphacelata 'Narok'
1123,Makai,Shorea assamica Dyer.
1122,Sal,Shorea robusta Gaertn. f.
1124,Lac tree,Shorea talura Roxb.
1125,Green dammar tree,Shorea tumbuggaia Roxb.
233,Jojoba,Simmondsia chinensis Link.
42,"Mustard, White",Sinapis alba L.
593,Yellow carabeen,Sloanea woollsii F. Muell.
1500,Tarong pasai,Solanum ferox L.
523,Cocona,Solanum hyporhodium A.Br.&B
371,Sodum apple,Solanum incanum L.
522,Sunberry,Solanum instrusum
372,"Eggplant, African",Solanum macrocarpon L.
262,Eggplant,Solanum melongena L.
1687,Melon pear,Solanum muricatum Ait.
1566,Black nightshade,Solanum nigrum L.
1688,Naranjilla,Solanum quitoense Lamarck
1499,Plate bush,Solanum torvum Swartz
1547,Potato,Solanum tuberosum L.
1521,"Potato, Bitter",Solanum x juzepczukii
901,Hausa potato,Solenostemon rotundifolius
1417,Keora,Sonneratia apetala Ham.
1471,Crabapple mangrove,Sonneratia caseolaris (L.)
542,Sorghum (med. altitude),Sorghum bicolor (L.) Moench
767,Sorghum (low altitude),Sorghum bicolor (L.) Moench
1342,Sorghum (high altitude),Sorghum bicolor (L.) Moench
1683,Johnson grass,Sorghum halepense (L.) Pers
805,Columbus grass,Sorghum x almum Parodi
1684,Sudan grass,Sorghum x drummondii (S.)
1193,Indian red wood,Soymida febrifuga A. Juss.
149,Spanish broom,Spartium junceum L.
1154,African yam bean,Sphenostylis stenocarpa (H)
1607,Spinach,Spinacia oleracea L.
188,Spodiopongo sibiricus,Spodiopongo sibiricus Trin
479,Ambarella,Spondias cytherea Sonn.
520,Hog plum,Spondias mombin L.
483,Red mombin,Spondias purpurea L.
973,Alkali sacaton,Sporobolus airoides Torr.
1564,Chinese artichoke,Stachys affinis Bunge
806,St Augustine grass,Stenotaphrum secundatum (W)
1240,Kaem,Stephegyne parvifolia Korth
1140,Papita,Sterculia campanulata Wall
1141,Karaya gum,Sterculia urens Roxb.
1142,Udal,Sterculia villosa Roxb.
1245,Padal,Sterospermum suaveolens DC.
1630,Stevia,Stevia rebaudiana (Bertoni)
1003,Needler grass,Stipa barbata Desf.
1004,Feather grass,Stipa lagascae Roem.&Schult
1005,Feather grass small-f.,Stipa parviflora Desf.
1287,Esparto,Stipa tenacissima L.
193,Stripa Krylovii,Stripa Krylovii Roshev.
189,Stripa baicalensis,Stripa baicalensis Roshev
195,Stripa breviflora,Stripa breviflora Griseb.
194,Stripa capillata,Stripa capillata L.
191,Stripa glareosa,Stripa glareosa Smirn.
192,Stripa gobica,Stripa gobica Roshev.
190,Stripa grandis,Stripa grandis Smirn.
1332,Stylosanthes,Stylosanthes capitata Vogel
1168,Nigerian stylo,Stylosanthes erecta Beauv.
815,Brazilian lucerne,Stylosanthes guianensis gui
992,Fine stem stylo,Stylosanthes guianensis int
1696,Carribean stylo,Stylosanthes hamata (L.) T.
816,Townsville lucerne,Stylosanthes humilis H.B.K.
1333,Stylosanthes macro.,Stylosanthes macrocephala
993,Shrubby stylo,Stylosanthes scabra Vogel
1188,Large-leaved mahogany,Swietenia macrophylla King
1194,Small-leaved mahogany,Swietenia mahagoni (L) Jacq
655,Turpentine,Syncarpia glomulifera (Sm.)
715,Satinay,Syncarpia hillii Bailey.
874,Mayflower,Tabebuia rosea (Bertol.)DC.
1501,Waterleaf,Talinum triangulare (Jacq.)
374,Tamarind,Tamarindus indica L.
1579,Tamarisk,Tamarix aphylla (L.) Karst.
717,Tamarisk (Chinese),Tamarix chinensis Lour.
117,Dandelion,Taraxacum officinale Weber
564,Camphor bush,Tarchonanthus camphoratus L
43,Swamp cypress,Taxodium distichum (L) Rich
781,Teak,Tectona grandis L.f.
882,Fluted pumpkin,Telfairia occidentalis H.f.
892,Oyster nut,Telfairia pendata (S.ex S.)
1169,White tephrosia,Tephrosia candida (Roxb.)DC
1170,Fishbean,Tephrosia vogelii Hook. f.
1219,Arjuna,Terminalia arjuna (Roxb.) W
1461,Nutwood,Terminalia arostrata Ewart
1216,Bahera,Terminalia belerica Roxb.
1189,Swamp oak,Terminalia brassii Exell
1349,Kwako,Terminalia calamansanai R.
1357,Indian almond,Terminalia catappa L.
1217,Chebulic myrobalan,Terminalia chebula Retz.
875,Idigbo,Terminalia ivorensis A.Chev
1220,Panisaj,Terminalia myriocarpa Heur.
1221,Kindal,Terminalia paniculata Roth.
1462,Damson,Terminalia sericocarpa F.M.
876,Afara,Terminalia superba Engl.&D.
1218,Sain,Terminalia tomentosa W.& A.
1463,Rosewood,Terminalia volucris R. Br.
55,New Zealand spinach,Tetragonia tetragonioides P
880,Miracle-fruit,Thaumatococcus daniellii B.
1619,Kangaroo grass,Themeda australis (R.Br.) S
974,Habana oat grass,Themeda quadrivalis (L.) K.
422,Red oat grass,Themeda triandra Forsk.
515,Cacao blanco,Theobroma bicolor Humb. et
248,Cacao,Theobroma cacao L.
514,Brazilian cacao,Theobroma grandiflorum (Sp)
158,Wild thyme,Thymus serpyllum L.
115,Thyme,Thymus vulgaris L.
1372,Tiyowa,Thyrsostachys siamensis Ga.
596,Red cedar,Toona australis (F. Muell.)
877,Toona,Toona ciliata M.J. Roem
1199,Hill toon,Toona serrata (Roxb.) M.Ro.
1029,Ammi,Trachyspermum ammi (L.) Sp.
39,Salsify,Tragopogon porrifolius L.
582,Charcoal tree,Trema orientalis (L.) Blume
1418,Pitali,Trewia nudiflora L
1152,Snake gourd,Trichosanthes cucumerina L.
152,Hop clover,Trifolium agrarium L.
977,Egyptian clover,Trifolium alexandrinum L.
146,Kura clover,Trifolium ambiguum Bieb.
96,Rabbitfoot clover,Trifolium arvense L.
153,Large hop clover,Trifolium campestre Schreb.
749,Cupped clover,Trifolium cherlei L.
154,Small hope clover,Trifolium dubium Sibth.
62,Strawberry clover,Trifolium fragiferum L.
94,Rose clover,Trifolium hirtum All.
30,Alsike clover,Trifolium hybridum L.
58,Crimson clover,Trifolium incarnatum L.
20,Zigzag clover,Trifolium medium L.
489,Ball clover,Trifolium nigrescens Viv.
750,Trifolium pilulare,Trifolium pilulare Boiss.
28,Red clover,Trifolium pratense L.
29,White clover,Trifolium repens L.
95,Persian clover,Trifolium resupinatum L.
431,Kenya white clover,Trifolium semipilosum Fres.
93,Subterranean clover,Trifolium subterraneum L.
751,Wolly trefoil,Trifolium tomentosum
97,Whitetip clover,Trifolium variegatum Nutt.
92,Arrowleaf clover,Trifolium vesiculosum Savi
1014,Fenugreek,Trigonella foenum-graecum L
878,African white wood,Triplochiton scleroxylon K.
1334,Guatemala grass,Tripsacum andersonii J.R.G.
656,Brush box,Tristania conferta R.Br.
219,"Wheat, common",Triticum aestivum L.
453,"Wheat, club",Triticum compactum Host
452,Emmer,Triticum diococcon Schrank
1620,"Wheat, durum",Triticum durum Desf.
118,Spelt,Triticum spelta L.
1196,Mashua,Tropaeolum tuberosum R.& P.
690,Masuku,Uapaca kirkiana Muell.-Arg.
1198,Ullucu,Ullucus tuberosus Caldas
1045,Gambier,Uncaria gambir (Hunter) Ro.
1556,Urena,Urena lobata L.
423,Sabi grass,Urochloa mosambicensis (H.)
929,Dubi grass,Urochloa oligotricha (Fig.)
975,Liverseed grass,Urochloa panicoides Beauv.
1584,Lowbush blueberry,Vaccinium angustifolium Ait
1585,Highbush blueberry,Vaccinium corymbosum L.
1583,Cranberry,Vaccinium macrocarpon Ait.
552,Valerian,Valeriana officinals L.
1022,Vanilla,Vanilla planifolia Andrews
1134,White Dhup,Vateria indica L.
716,Supplejack,Ventilago viminalis Hook
424,Vetiver grass,Vetiveria zizanioides (L.)
126,Purple vetch,Vicia benghalensis L.
127,Bitter vetch,Vicia ervilia (L.) Willd.
258,Broad bean,Vicia faba L.
128,Bard vetch,Vicia monantha Retz.
215,Narbonne vetch,Vicia narbonensis L.
124,Hungarian vetch,Vicia pannonica Crantz
125,Blackpod vetch,Vicia sativa L. s. nigra
123,Common vetch,Vicia sativa L. s. sativa
122,Woolypod vetch,Vicia villosa Roth
216,Cardyne vetch,Vicia villosa Roth. s dasy.
1660,Moth bean,Vigna aconitifolia (Jacq.)
1656,Adzuki bean,Vigna angularis (Willd.) O.
994,Vigna hosei,Vigna hosei (Craib) Back.
432,Dalrymple vigna,Vigna luteola (Jacq.) Benth
1664,Urd bean,Vigna mungo (L.) Hepper
995,Creeping vigna,Vigna parkeri Baker
1661,Mung bean,Vigna radiata (L.) Wilczek
791,Rice bean,Vigna umbellata (Thunb.)
1171,Sowpea,Vigna unguiculata bliflo. L
1657,Asparagus bean,Vigna unguiculata sesqui. L
1646,Cowpea,Vigna unguiculata unguic. L
1172,Zombi pea,Vigna vexillata (L.) A.Rich
583,Molave,Vitex parviflora A. Juss.
528,Fox grape,Vitis labrusca L.
527,Muscadine grape,Vitis rotundifolia Michx.
1637,European wine grape,Vitis vinifera L.
1667,Bambara groundnut,Voandzeia subterranea (L)T.
1244,Dudhi,Wrightia tomentosa Roem.&Sc
721,Beleme,Xanthosoma brasiliense Engl
770,Tannia,Xanthosoma sagittifolium L.
1209,Ironwood of burma,Xylia dolabriformis Benth.
1514,Jamba,Xylia xylocarpa Roxb.
1276,Pinle on,Xylocarpus granatum K̦nig
1277,Pussur,Xylocarpus mekongensis Pie.
1528,Nyiri batu,Xylocarpus moluccensis (L.)
1303,Itabo,Yucca elephantipes Regel.
1636,Maize,Zea mays L. s. mays
1704,Soft maize,Zea mays v. amylacea Sturt
1706,Vaxy maize,Zea mays v. ceratina Kulash
1705,Pop maize,Zea mays v. everta Sturt
1701,Dent maize,Zea mays v. indentata Sturt
1702,Flint maize,Zea mays v. indurata Sturt
1707,Pod maize,Zea mays v. tunicata Sturt
1703,Sweet Corn,Zea mays v.saccharata Sturt
976,Teosinte,Zea mexicana (Schard.) Ree.
1573,Ginger,Zingiber officinale Rosc.
436,Indian jujube,Ziziphus mauritianus Lamk.
1580,Christ-thorn,Zizyphus spina-christi (L.)
517,Eelgrass,Zostera marina
526,Manila grass,Zoysia matrella (L) Merrill
