RID,SID,NAME,SCIENTNAME,FAOSTAT,FAO_Code,FAO_Code2,FAO_Code3,crop,food,fiber,fodder,forestry,industry,plant,comms
855,855,Greater yam,Dioscorea alata L.,TRUE,137,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
884,884,Western elderberry,Sambucus cerulea Nutt.,TRUE,619,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
885,885,"Cola-nut, commercial",Cola nitida (Vert.) Schott,TRUE,224,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
886,886,Indianfig,Opunita ficus-indica (L.) M,TRUE,619,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,""
887,887,Quince,Cydonia oblonga Mill.,TRUE,523,542,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FAO_Code 542 isn't specific.
890,890,Jerusalem artichoke,Helianthus tuberosus L.,TRUE,149,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
891,891,Fig-leaved gourd,Cucurbita ficifolia Bouche,TRUE,394,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
894,894,Potato yam,Dioscorea bulbifera L.,TRUE,137,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
895,895,Bitter yam,Dioscorea dumetorum (K.) P.,TRUE,137,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
897,897,White yam,Dioscorea rotundata Poir.,TRUE,137,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
898,898,Chush-chush yam,Dioscorea trifida L.,TRUE,137,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
902,902,Peruvian carrot,Arracacia xanthorrhiza Ban.,TRUE,149,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
905,905,Pomegranate,Punica granatum L.,TRUE,619,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
906,906,Niger-seed (Indian),Guizotia abyssinica Cass.,TRUE,339,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
919,919,Sugar apple,Annona squamosa L.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
920,920,Ilama,Annona diversifolia Saff.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
921,921,Mountain soursop,Annona montana Macfad.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
925,1594,Pulasan,Nephelium mutabile Bl.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,syn of N. lappaceum and N. ramboutan-ake
933,933,Sapote,Pouteria sapota (Jacq) H.M.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
937,937,Breadfruit,Artocarpus altilis (Park.),TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
946,946,Japanese millet,Echinochloa frumentacea (R),TRUE,79,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
966,966,Kodo millet,Paspalum scrobiculatum L.,TRUE,79,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1012,1012,Clove,Eugenia aromatica Kuntze,TRUE,698,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1014,1014,Fenugreek,Trigonella foenum-graecum L,TRUE,723,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1016,1016,Cinnamon,Cinnamomum verum Presl.,TRUE,693,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1019,1019,Pimento,Pimenta dioica (L.) Merr.,TRUE,401,689,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1020,1020,Tumeric,Curcuma domestica Val.,TRUE,723,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1021,1021,Cardamom,Elettaria cardamomum L. Ma.,TRUE,702,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1022,1022,Vanilla,Vanilla planifolia Andrews,TRUE,692,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1023,1023,Bergamot,Citrus aurantium v bergamia,TRUE,512,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1026,1026,Cumin,Cuminum cyminum L.,TRUE,711,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1032,1032,Garden cress,Lepidium sativum L.,TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1038,1038,Sugar palm,Arenga pinnata (Wurmb.)Merr,TRUE,161,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1053,1053,Coffee liberica,Coffea liberica Bull ex He.,TRUE,656,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1057,1057,Eddoe,Colocasia esculenta v. ant.,TRUE,136,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1058,1058,Thorny bamboo,Bambusa arundinacea Willd.,TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1064,1064,Bariala,Bambusa vulgaris Schrad.,TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1067,1067,Abata kola,Cola acuminata (Beauv.) Sc.,TRUE,224,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1070,1070,African rice,Oryza glaberrima Steud.,TRUE,27,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1074,1074,Japanese cane,Saccharum sinense Roxb.,TRUE,156,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1077,1077,Mate,Ilex paraguaiensis A. St-H.,TRUE,671,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1081,1081,Garden oarch,Atriplex hortensis L.,TRUE,373,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1085,253,Wild olive,Olea africana Miller,TRUE,260,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,subspecies of O. europaea
1088,1088,Chilean strawberry,Fragaria chiloensis L. Duch,TRUE,544,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1089,1089,Virginia strawberry,Fragaria virginiana Duch.,TRUE,544,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1091,1091,Tung-oil-tree,Aleurites fordii Hemsl.,TRUE,275,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1092,1092,Candlenut,Aleurites moluccana (L.) W.,TRUE,339,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1122,1122,Sal,Shorea robusta Gaertn. f.,TRUE,339,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,""
1155,1155,Hungry rice,Digitaria exilis (Kippist),TRUE,94,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1171,1171,Sowpea,Vigna unguiculata bliflo. L,TRUE,195,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,syn of V. sinensis
1196,1196,Mashua,Tropaeolum tuberosum R.& P.,TRUE,149,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1197,1197,Oca,Oxalis tuberosa Molina,TRUE,149,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1198,1198,Ullucu,Ullucus tuberosus Caldas,TRUE,149,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1241,1241,Kat illipi,Bassia latifolia Roxb.,TRUE,339,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1243,253,Indian olive,Olea cuspidata Wall.,TRUE,260,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,subspecies of O. europaea
1268,1268,Babacu palm,Orbignya martiana Bard&Rodr,TRUE,256,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,syn of Attalea speciosa
1269,1268,Babacu palm,Orbignya oleifera Burret,TRUE,256,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,syn of Attalea speciosa
1289,1289,Chinese tallow tree,Sapium sebiferum (L.) Roxb.,TRUE,305,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,""
1304,1304,Chinese cassia,Cinnamomum cassia Presl.,TRUE,693,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1309,1309,Java-almond,Canarium indicum L.,TRUE,234,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1337,538,Rice upland (Indica),Oryza sativa L. s. indica,TRUE,27,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1338,782,Avocado  (Guatemalan),Persea americana Mill.,TRUE,572,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1339,782,Avocado  (West Indian),Persea americana Mill.,TRUE,572,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1340,788,Golden passionfruit,Passiflora edulis v flavic.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1341,906,Niger seed (Ethiopian),Guizotia abyssinica Cass.,TRUE,339,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1342,542,Sorghum (high altitude),Sorghum bicolor (L.) Moench,TRUE,83,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1367,1367,Philippine lime,Citrus madurensis Lour.,TRUE,512,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1419,209,Assam tea,Camellia sinensis v assam.,TRUE,667,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1485,1485,Pili nut,Canarium ovatum Engl.,TRUE,234,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1504,1504,Giant bamboo,Dendrocalamus asper (Schu.),TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,""
1518,1518,Botil,Phaseolus polyanthus Green.,TRUE,176,414,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,syn of P. coccineus
1519,1519,Poshte,Annona scleroderma Saff.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1536,375,Mata kucing,Dimocarpus longan Lour male,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1547,1547,Potato,Solanum tuberosum L.,TRUE,116,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1548,209,Tea,Camellia sinensis (L) O.K.,TRUE,667,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1549,1549,Sesame seed,Sesamum indicum L.,TRUE,289,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1550,1550,Onion,Allium cepa L. v cepa,TRUE,403,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1551,1057,Cocoyam,Colocasia esculenta (L.) S.,TRUE,136,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1552,1552,Macademia nut,Macademia integrifolia M&B.,TRUE,234,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1554,1554,Almond,Prunus amygdalus Batsch.,TRUE,221,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1557,1557,Garden strawberry,Fragaria x ananassa (D.) G.,TRUE,544,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1558,1558,Pecan nut,Carya illinoensis Wangenh.,TRUE,234,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1559,1559,Hyacinth bean,Lablab purpureus Medik.,TRUE,211,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1561,1561,Sago palm,Metroxylon sagu Rottboell,TRUE,149,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1565,1565,Asparagus,Asparagus officinalis L.,TRUE,367,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1567,1567,Peppermint,Mentha x piperita L.,TRUE,748,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,""
1568,225,Sprouting broccoli,Brassica oleracea L.v ital.,TRUE,358,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1569,1569,Chicory,Cichorium intybus L.,TRUE,459,372,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1570,1570,Endive,Cichorium endivia L.,TRUE,372,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1572,1572,Globe artichoke,Cynara scolymus L.,TRUE,366,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1573,1573,Ginger,Zingiber officinale Rosc.,TRUE,720,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1574,41,Celeriac,Apium graveolens L. v rapac,TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1575,1575,Horseradish,Armoracia rusticana P.Gaer.,TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1581,1581,Parsley,Petroselinum crispum Mill.,TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1583,1583,Cranberry,Vaccinium macrocarpon Ait.,TRUE,554,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1585,1585,Highbush blueberry,Vaccinium corymbosum L.,TRUE,552,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1587,1587,Hops,Humulus lupulus L.,TRUE,677,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1589,1589,European gooseberry,Ribes uva-crispa L.,TRUE,549,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,syn of R. grossularia
1593,1593,Tahiti lime,Citrus latifolia Tan.,TRUE,512,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1594,1594,Rambutan,Nephelium lappaceum L.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1595,1595,Soursop,Annona muricata L.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1596,1596,Mangosteen,Garcinia mangostana L.,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1599,1599,Feijoa,Feijoa sellowiana O. Berg,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1600,1600,Mediterranea mandarin,Citrus deliciosa Ten.,TRUE,512,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1601,1601,Atemoya,Annona atemoya Hort,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1602,1602,Black mulberry,Morus nigra L.,TRUE,558,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1605,1605,Satsuma mandarin,Citrus unshiu Marcovitch,TRUE,495,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1606,1023,Sour orange,Citrus aurantium L.,TRUE,490,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1607,1607,Spinach,Spinacia oleracea L.,TRUE,373,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1608,1550,Shallot,Allium cepa L. v aggregatum,TRUE,402,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1609,1609,Welsh onion,Allium fistulosum L.,TRUE,402,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1610,1610,Inca wheat,Amaranthus caudatus L.,TRUE,108,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1615,1615,"Radish, Chinese",Raphanus sativus L. (C.R.),TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1616,1616,Yellow yam,Dioscorea cayenensis Lam.,TRUE,137,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1618,266,Bird rape,Brassica campestris L.,TRUE,426,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,this is now Brassica rapa
1620,1620,"Wheat, durum",Triticum durum Desf.,TRUE,15,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1621,1621,Quinoa,Chenopodium quinoa Willden.,TRUE,92,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1622,1622,White mulberry,Morus alba  L.,TRUE,558,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1623,1623,Red mulberry,Morus rubra L.,TRUE,558,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1626,1626,Buffalo gourd,Cucurbita foetidissima HBK,TRUE,394,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1627,1615,"Radish, Leaf",Raphanus sativus L. (L.R.),TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1628,1615,"Radish, Rat-tailed",Raphanus sativus L. (R.R.),TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1629,1615,"Radish, Western",Raphanus sativus L. (S.R.),TRUE,463,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1636,1636,Maize,Zea mays L. s. mays,TRUE,56,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,""
1637,1637,European wine grape,Vitis vinifera L.,TRUE,560,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1638,1638,Cassava,Manihot esculenta Crantz.,TRUE,125,378,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1639,1639,Sugarcane,Saccharum officinarum L.,TRUE,156,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1640,1640,Coffee arabica,Coffea arabica L.,TRUE,656,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1641,1641,Coffee robusta,Coffea canephora Pierre,TRUE,656,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1642,1642,Rye,Secale cereale L.,TRUE,71,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1643,1643,"Millet, common",Panicum miliaceum L.,TRUE,79,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1644,1644,Sweet potato,Ipomoea batatas (L.) Lam.,TRUE,122,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1645,1645,Citrus,Citrus spp,TRUE,512,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1646,1171,Cowpea,Vigna unguiculata unguic. L,TRUE,195,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,syn of V. sinensis
1647,1647,Sweet pepper,Capsicum annuum L.,TRUE,401,689,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1649,1649,Pea,Pisum sativum L.,TRUE,417,187,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1650,1650,Chick pea,Cicer arietinum L.,TRUE,191,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1651,1651,"Bean, Common",Phaseolus vulgaris L.,TRUE,176,414,423,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1652,1652,Lettuce,Lactuca sativa L.,TRUE,372,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1653,1653,Pigeon Pea,Cajanus cajan (L.) Mill ssp,TRUE,197,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1654,1654,Cluster bean,Cyamopsis tetragonoloba (L),TRUE,211,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1656,1656,Adzuki bean,Vigna angularis (Willd.) O.,TRUE,176,414,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1657,1171,Asparagus bean,Vigna unguiculata sesqui. L,TRUE,195,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,syn of V. sinensis
1659,1659,Lima bean,Phaseolus lunatus L.,TRUE,176,414,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1660,1660,Moth bean,Vigna aconitifolia (Jacq.),TRUE,176,414,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1661,1661,Mung bean,Vigna radiata (L.) Wilczek,TRUE,176,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1662,1662,Scarlet runner bean,Phaseolus coccineus L.,TRUE,176,414,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1663,1663,Tepary bean,Phaseolus acutifolius Gray,TRUE,176,414,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1664,1664,Urd bean,Vigna mungo (L.) Hepper,TRUE,176,414,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1665,1665,Velvet bean,Mucuna pruriens (L.) DC.,TRUE,211,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1666,1666,"Bean, Winged",Psophocarpus tetragonolobus,TRUE,211,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1667,1667,Bambara groundnut,Voandzeia subterranea (L)T.,TRUE,203,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1668,1668,Lemon,Citrus limon (L.) Burm. f.,TRUE,497,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1669,1669,Lime,Citrus aurantifolia (Chri.),TRUE,497,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1670,1670,Grapefruit,Citrus paradisi Macfad.Hook,TRUE,507,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1671,1671,Pummelo,Citrus maxima (Burm.) Merr.,TRUE,507,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1672,1672,Mandarin,Citrus reticulata Blanco x,TRUE,495,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1676,1676,Pumpkin,Cucurbita moschata (Duch.),TRUE,394,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1681,1681,Pearl millet,Pennisetum glaucum (L)R.Br.,TRUE,79,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1682,1682,Italian millet,Setaria italica (L.) Beauv.,TRUE,79,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1688,1688,Naranjilla,Solanum quitoense Lamarck,TRUE,603,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1691,1691,Yam bean,Pachyrrhizus erosus L Urban,TRUE,211,149,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1692,1692,Hot pepper,Capsicum frutescens L.,TRUE,401,689,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1694,1694,Finger millet,Eleusine coracana (L)Gaertn,TRUE,79,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
1701,1636,Dent maize,Zea mays v. indentata Sturt,TRUE,56,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,""
1702,1636,Flint maize,Zea mays v. indurata Sturt,TRUE,56,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,""
1703,1636,Sweet Corn,Zea mays v.saccharata Sturt,TRUE,446,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,""
1704,1636,Soft maize,Zea mays v. amylacea Sturt,TRUE,56,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,""
1705,1636,Pop maize,Zea mays v. everta Sturt,TRUE,68,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,""
1706,1636,Vaxy maize,Zea mays v. ceratina Kulash,TRUE,56,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,""
1707,1636,Pod maize,Zea mays v. tunicata Sturt,TRUE,56,0,0,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,""
1710,1710,Coffee excelsa,Coffea excelsa L.,TRUE,656,0,0,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,""
